Data,Saida_Estimada,Saida,Erro
2020-02-25,0,0
2020-02-26,0,0
2020-02-27,0,0
2020-02-28,0,0
2020-02-29,0,0
2020-03-01,0,0
2020-03-02,0,0
2020-03-03,0,0
2020-03-04,0,0
2020-03-05,0,0
2020-03-06,0,0
2020-03-07,0,0
2020-03-08,0,0
2020-03-09,0,0
2020-03-10,0,0
2020-03-11,0,0
2020-03-12,0,0
2020-03-13,0,0
2020-03-14,0,0
2020-03-15,0,0
2020-03-16,0,0
2020-03-17,0,0
2020-03-18,0,0
2020-03-19,0,0
2020-03-20,0,0
2020-03-21,0,0
2020-03-22,0,0
2020-03-23,0,0
2020-03-24,0,0
2020-03-25,0,1
2020-03-26,0,2
2020-03-27,1,0
2020-03-28,1,0
2020-03-29,0,0
2020-03-30,0,1
2020-03-31,0,0
2020-04-01,0,2
2020-04-02,1,0
2020-04-03,1,0
2020-04-04,0,4
2020-04-05,2,5
2020-04-06,5,4
2020-04-07,7,-3
2020-04-08,5,7
2020-04-09,8,2
2020-04-10,10,-1
2020-04-11,9,-2
2020-04-12,7,6
2020-04-13,10,7
2020-04-14,14,-1
2020-04-15,14,14
2020-04-16,21,-4
2020-04-17,21,5
2020-04-18,21,-2
2020-04-19,21,-10
2020-04-20,13,5
2020-04-21,14,12
2020-04-22,22,+
2020-04-23,23,7
2020-04-24,25,15
2020-04-25,34,-5
2020-04-26,32,2
2020-04-27,31,4
2020-04-28,33,25
2020-04-29,47,-17
2020-04-30,40,-13
2020-05-01,27,11
2020-05-02,32,-7
2020-05-03,29,-5
2020-05-04,23,16
2020-05-05,31,27
2020-05-06,48,6
2020-05-07,54,-12
2020-05-08,45,37
2020-05-09,63,-18
2020-05-10,58,17
2020-05-11,60,-20
2020-05-12,53,17
2020-05-13,56,11
2020-05-14,66,8
2020-05-15,69,14
2020-05-16,77,3
2020-05-17,79,-24
2020-05-18,63,61
2020-05-19,92,9
2020-05-20,107,-14
2020-05-21,93,-2
2020-05-22,89,43
2020-05-23,111,-24
2020-05-24,102,-46
2020-05-25,67,-19
2020-05-26,49,31
2020-05-27,64,76
2020-05-28,112,-14
2020-05-29,112,-9
2020-05-30,98,-27
2020-05-31,82,-15
2020-06-01,66,2
2020-06-02,65,-7
2020-06-03,60,19
2020-06-04,68,54
2020-06-05,101,-30
2020-06-06,89,-24
2020-06-07,65,-30
2020-06-08,46,-1
2020-06-09,39,64
2020-06-10,76,2
2020-06-11,86,16
2020-06-12,89,-28
2020-06-13,76,14
2020-06-14,75,-4
2020-06-15,76,-45
2020-06-16,46,27
2020-06-17,54,-4
2020-06-18,58,-10
2020-06-19,47,-2
2020-06-20,45,1
2020-06-21,44,-44
2020-06-22,43,+
2020-06-23,42,+
2020-06-24,41,+
2020-06-25,41,+
2020-06-26,40,+
2020-06-27,39,+
2020-06-28,38,+
2020-06-29,38,+
2020-06-30,37,+
2020-07-01,36,+
2020-07-02,36,+
2020-07-03,35,+
2020-07-04,34,+
2020-07-05,34,+
2020-07-06,33,+
