Data,Saida_Estimada,Saida,Erro
2020-03-13,0,0,0
2020-03-14,0,0,0
2020-03-15,0,0,0
2020-03-16,0,0,0
2020-03-17,0,0,0
2020-03-18,0,0,0
2020-03-19,0,0,0
2020-03-20,0,0,0
2020-03-21,0,0,0
2020-03-22,0,0,0
2020-03-23,0,0,0
2020-03-24,0,0,0
2020-03-25,0,0,0
2020-03-26,0,1,1
2020-03-27,1,1,0
2020-03-28,0,1,1
2020-03-29,1,1,0
2020-03-30,1,1,0
2020-03-31,1,2,1
2020-04-01,2,2,0
2020-04-02,2,2,0
2020-04-03,2,5,3
2020-04-04,5,5,0
2020-04-05,5,10,5
2020-04-06,10,10,0
2020-04-07,10,11,1
2020-04-08,11,15,4
2020-04-09,15,17,2
2020-04-10,17,18,1
2020-04-11,18,21,3
2020-04-12,21,24,3
2020-04-13,24,24,0
2020-04-14,24,26,2
2020-04-15,26,28,2
2020-04-16,28,29,1
2020-04-17,29,30,1
2020-04-18,30,31,1
2020-04-19,31,32,1
2020-04-20,32,35,3
2020-04-21,36,35,-1
2020-04-22,36,37,1
2020-04-23,38,39,1
2020-04-24,40,42,2
2020-04-25,43,42,-1
2020-04-26,43,42,-1
2020-04-27,43,43,+
2020-04-28,44,44,+
2020-04-29,45,44,-1
2020-04-30,45,46,1
2020-05-01,47,48,1
2020-05-02,49,52,3
2020-05-03,53,52,-1
2020-05-04,53,52,-1
2020-05-05,53,55,2
2020-05-06,56,59,3
2020-05-07,60,63,3
2020-05-08,65,63,-2
2020-05-09,65,64,-1
2020-05-10,66,65,-1
2020-05-11,67,69,2
2020-05-12,71,73,2
2020-05-13,75,73,-2
2020-05-14,75,78,3
2020-05-15,80,79,-1
2020-05-16,81,81,+
2020-05-17,83,83,+
2020-05-18,85,85,+
2020-05-19,88,91,3
2020-05-20,94,94,+
2020-05-21,97,98,1
2020-05-22,101,100,-1
2020-05-23,103,103,+
2020-05-24,106,105,-1
2020-05-25,108,109,1
2020-05-26,113,121,8
2020-05-27,125,126,1
2020-05-28,130,131,1
2020-05-29,135,134,-1
2020-05-30,139,136,-3
2020-05-31,141,143,2
2020-06-01,148,146,-2
2020-06-02,151,148,-3
2020-06-03,155,+,+
2020-06-04,161,+,+
2020-06-05,166,+,+
2020-06-06,171,+,+
2020-06-07,177,+,+
2020-06-08,183,+,+
2020-06-09,189,+,+
2020-06-10,196,+,+
2020-06-11,202,+,+
2020-06-12,209,+,+
2020-06-13,216,+,+
2020-06-14,224,+,+
2020-06-15,232,+,+
2020-06-16,240,+,+
2020-06-17,248,+,+
