Data,Saida_Estimada,Data
2020-03-19,3,2020-03-19
2020-03-20,7,2020-03-20
2020-03-21,9,2020-03-21
2020-03-22,11,2020-03-22
2020-03-23,11,2020-03-23
2020-03-24,17,2020-03-24
2020-03-25,23,2020-03-25
2020-03-26,23,2020-03-26
2020-03-27,25,2020-03-27
2020-03-28,26,2020-03-28
2020-03-29,25,2020-03-29
2020-03-30,39,2020-03-30
2020-03-31,47,2020-03-31
2020-04-01,42,2020-04-01
2020-04-02,44,2020-04-02
2020-04-03,43,2020-04-03
2020-04-04,48,2020-04-04
2020-04-05,47,2020-04-05
2020-04-06,50,2020-04-06
2020-04-07,52,2020-04-07
2020-04-08,51,2020-04-08
2020-04-09,57,2020-04-09
2020-04-10,67,2020-04-10
2020-04-11,76,2020-04-11
2020-04-12,74,2020-04-12
2020-04-13,81,2020-04-13
2020-04-14,99,2020-04-14
2020-04-15,106,2020-04-15
2020-04-16,104,2020-04-16
2020-04-17,117,2020-04-17
2020-04-18,152,2020-04-18
2020-04-19,149,2020-04-19
2020-04-20,178,2020-04-20
2020-04-21,187,2020-04-21
2020-04-22,210,2020-04-22
2020-04-23,229,2020-04-23
2020-04-24,239,2020-04-24
2020-04-25,243,2020-04-25
2020-04-26,277,2020-04-26
2020-04-27,297,2020-04-27
2020-04-28,285,2020-04-28
2020-04-29,336,2020-04-29
2020-04-30,386,2020-04-30
2020-05-01,441,2020-05-01
2020-05-02,543,2020-05-02
2020-05-03,603,2020-05-03
2020-05-04,731,2020-05-04
2020-05-05,793,2020-05-05
2020-05-06,883,2020-05-06
2020-05-07,1036,2020-05-07
2020-05-08,1077,2020-05-08
2020-05-09,1296,2020-05-09
2020-05-10,1455,2020-05-10
2020-05-11,1543,2020-05-11
2020-05-12,1500,2020-05-12
2020-05-13,1700,2020-05-13
2020-05-14,1791,2020-05-14
2020-05-15,1806,2020-05-15
2020-05-16,1851,2020-05-16
2020-05-17,1956,2020-05-17
2020-05-18,2116,2020-05-18
2020-05-19,2419,2020-05-19
2020-05-20,2679,2020-05-20
2020-05-21,3072,2020-05-21
2020-05-22,3336,2020-05-22
2020-05-23,3556,2020-05-23
2020-05-24,4253,2020-05-24
2020-05-25,4421,2020-05-25
2020-05-26,4798,2020-05-26
2020-05-27,5049,2020-05-27
2020-05-28,5638,2020-05-28
2020-05-29,5926,2020-05-29
2020-05-30,6111,2020-05-30
2020-05-31,6342,2020-05-31
2020-06-01,6445,2020-06-01
2020-06-02,6531,2020-06-02
2020-06-03,6692,2020-06-03
2020-06-04,6953,2020-06-04
2020-06-05,7376,2020-06-05
2020-06-06,7600,2020-06-06
2020-06-07,7834,2020-06-07
'2020-06-08',8426,+
'2020-06-09',8870,+
'2020-06-10',9327,+
'2020-06-11',9800,+
'2020-06-12',10294,+
'2020-06-13',10810,+
'2020-06-14',11351,+
'2020-06-15',11919,+
'2020-06-16',12516,+
'2020-06-17',13141,+
'2020-06-18',13798,+
'2020-06-19',14488,+
'2020-06-20',15212,+
'2020-06-21',15972,+
'2020-06-22',16771,+
'2020-06-23',17609,+
