Data,Saida_Estimada,Saida,Erro
2020-02-25,0,0
2020-02-26,0,0
2020-02-27,0,0
2020-02-28,0,0
2020-02-29,0,0
2020-03-01,0,0
2020-03-02,0,0
2020-03-03,0,0
2020-03-04,0,0
2020-03-05,0,0
2020-03-06,0,0
2020-03-07,0,0
2020-03-08,0,0
2020-03-09,0,0
2020-03-10,0,0
2020-03-11,0,0
2020-03-12,0,0
2020-03-13,0,0
2020-03-14,0,0
2020-03-15,0,0
2020-03-16,0,0
2020-03-17,0,0
2020-03-18,0,0
2020-03-19,0,2
2020-03-20,1,-1
2020-03-21,0,1
2020-03-22,0,0
2020-03-23,0,1
2020-03-24,0,2
2020-03-25,1,-1
2020-03-26,0,3
2020-03-27,1,0
2020-03-28,1,2
2020-03-29,2,2
2020-03-30,3,-2
2020-03-31,1,4
2020-04-01,3,2
2020-04-02,4,9
2020-04-03,9,-3
2020-04-04,7,4
2020-04-05,8,-2
2020-04-06,6,1
2020-04-07,6,12
2020-04-08,13,4
2020-04-09,15,1
2020-04-10,15,10
2020-04-11,20,-12
2020-04-12,12,3
2020-04-13,11,7
2020-04-14,15,21
2020-04-15,28,13
2020-04-16,36,-1
2020-04-17,34,7
2020-04-18,36,10
2020-04-19,40,-25
2020-04-20,22,-2
2020-04-21,17,22
2020-04-22,30,-1
2020-04-23,29,11
2020-04-24,33,7
2020-04-25,36,9
2020-04-26,40,-10
2020-04-27,31,1
2020-04-28,28,33
2020-04-29,47,9
2020-04-30,53,7
2020-05-01,54,13
2020-05-02,59,-9
2020-05-03,51,-3
2020-05-04,44,2
2020-05-05,43,15
2020-05-06,50,32
2020-05-07,68,121
2020-05-08,143,-34
2020-05-09,123,27
2020-05-10,126,-65
2020-05-11,81,-25
2020-05-12,53,105
2020-05-13,116,6
2020-05-14,122,75
2020-05-15,160,31
2020-05-16,177,-1
2020-05-17,166,-65
2020-05-18,114,23
2020-05-19,116,111
2020-05-20,183,-25
2020-05-21,165,10
2020-05-22,156,89
2020-05-23,205,43
2020-05-24,227,-139
2020-05-25,127,-15
2020-05-26,96,160
2020-05-27,194,50
2020-05-28,228,23
2020-05-29,229,-6
2020-05-30,213,-15
2020-05-31,189,-122
2020-06-01,99,19
2020-06-02,94,130
2020-06-03,176,148
2020-06-04,270,47
2020-06-05,294,-148
2020-06-06,183,-17
2020-06-07,147,-79
2020-06-08,90,-16
2020-06-09,66,81
2020-06-10,114,96
2020-06-11,175,50
2020-06-12,203,-149
2020-06-13,99,76
2020-06-14,126,-46
2020-06-15,101,-45
2020-06-16,58,181
2020-06-17,167,4
2020-06-18,177,97
2020-06-19,223,-40
2020-06-20,195,34
2020-06-21,197,-146
2020-06-22,98,-40
2020-06-23,51,169
2020-06-24,156,-14
2020-06-25,153,2
2020-06-26,139,-2
2020-06-27,131,71
2020-06-28,167,-137
2020-06-29,77,-48
2020-06-30,27,205
2020-07-01,155,-37
2020-07-02,141,-7
2020-07-03,119,49
2020-07-04,145,-21
2020-07-05,127,-84
2020-07-06,63,-32
2020-07-07,32,151
2020-07-08,125,-36
2020-07-09,109,36
2020-07-10,117,-117
2020-07-11,115,+
2020-07-12,105,+
2020-07-13,99,+
2020-07-14,92,+
2020-07-15,85,+
2020-07-16,80,+
2020-07-17,74,+
2020-07-18,69,+
2020-07-19,64,+
2020-07-20,59,+
2020-07-21,55,+
2020-07-22,51,+
2020-07-23,47,+
2020-07-24,43,+
2020-07-25,40,+
