Data,Saida_Estimada,Data
2020-03-27,0,2020-03-27
2020-03-28,0,2020-03-28
2020-03-29,1,2020-03-29
2020-03-30,1,2020-03-30
2020-03-31,1,2020-03-31
2020-04-01,1,2020-04-01
2020-04-02,1,2020-04-02
2020-04-03,1,2020-04-03
2020-04-04,2,2020-04-04
2020-04-05,3,2020-04-05
2020-04-06,3,2020-04-06
2020-04-07,3,2020-04-07
2020-04-08,3,2020-04-08
2020-04-09,4,2020-04-09
2020-04-10,5,2020-04-10
2020-04-11,5,2020-04-11
2020-04-12,6,2020-04-12
2020-04-13,6,2020-04-13
2020-04-14,6,2020-04-14
2020-04-15,6,2020-04-15
2020-04-16,6,2020-04-16
2020-04-17,6,2020-04-17
2020-04-18,8,2020-04-18
2020-04-19,8,2020-04-19
2020-04-20,8,2020-04-20
2020-04-21,8,2020-04-21
2020-04-22,8,2020-04-22
2020-04-23,8,2020-04-23
2020-04-24,8,2020-04-24
2020-04-25,9,2020-04-25
2020-04-26,9,2020-04-26
2020-04-27,10,2020-04-27
2020-04-28,10,2020-04-28
2020-04-29,11,2020-04-29
2020-04-30,13,2020-04-30
2020-05-01,14,2020-05-01
2020-05-02,14,2020-05-02
2020-05-03,15,2020-05-03
2020-05-04,16,2020-05-04
2020-05-05,16,2020-05-05
2020-05-06,18,2020-05-06
2020-05-07,18,2020-05-07
2020-05-08,19,2020-05-08
2020-05-09,19,2020-05-09
2020-05-10,20,2020-05-10
2020-05-11,20,2020-05-11
2020-05-12,21,2020-05-12
2020-05-13,22,2020-05-13
2020-05-14,23,2020-05-14
2020-05-15,23,2020-05-15
2020-05-16,23,2020-05-16
2020-05-17,27,2020-05-17
2020-05-18,27,2020-05-18
2020-05-19,28,2020-05-19
2020-05-20,30,2020-05-20
2020-05-21,33,2020-05-21
2020-05-22,36,2020-05-22
2020-05-23,37,2020-05-23
2020-05-24,37,2020-05-24
2020-05-25,38,2020-05-25
2020-05-26,40,2020-05-26
2020-05-27,43,2020-05-27
2020-05-28,46,2020-05-28
2020-05-29,46,2020-05-29
2020-05-30,49,2020-05-30
2020-05-31,57,2020-05-31
2020-06-01,59,2020-06-01
2020-06-02,59,2020-06-02
2020-06-03,62,2020-06-03
2020-06-04,64,2020-06-04
2020-06-05,67,2020-06-05
2020-06-06,70,2020-06-06
2020-06-07,70,2020-06-07
2020-06-08,74,2020-06-08
2020-06-09,75,2020-06-09
2020-06-10,79,2020-06-10
2020-06-11,80,2020-06-11
2020-06-12,81,2020-06-12
2020-06-13,81,2020-06-13
2020-06-14,85,2020-06-14
2020-06-15,86,2020-06-15
2020-06-16,88,2020-06-16
'2020-06-17',90,+
'2020-06-18',92,+
'2020-06-19',95,+
'2020-06-20',98,+
'2020-06-21',102,+
'2020-06-22',105,+
'2020-06-23',108,+
'2020-06-24',112,+
'2020-06-25',116,+
'2020-06-26',119,+
'2020-06-27',123,+
'2020-06-28',127,+
'2020-06-29',131,+
'2020-06-30',136,+
'2020-07-01',140,+
'2020-07-02',145,+
