Data,Saida_Estimada,Data
2020-03-28,0,2020-03-28
2020-03-29,0,2020-03-29
2020-03-30,0,2020-03-30
2020-03-31,1,2020-03-31
2020-04-01,1,2020-04-01
2020-04-02,2,2020-04-02
2020-04-03,2,2020-04-03
2020-04-04,4,2020-04-04
2020-04-05,5,2020-04-05
2020-04-06,6,2020-04-06
2020-04-07,8,2020-04-07
2020-04-08,10,2020-04-08
2020-04-09,11,2020-04-09
2020-04-10,11,2020-04-10
2020-04-11,11,2020-04-11
2020-04-12,11,2020-04-12
2020-04-13,11,2020-04-13
2020-04-14,11,2020-04-14
2020-04-15,13,2020-04-15
2020-04-16,3,2020-04-16
2020-04-17,13,2020-04-17
2020-04-18,19,2020-04-18
2020-04-19,19,2020-04-19
2020-04-20,22,2020-04-20
2020-04-21,24,2020-04-21
2020-04-22,25,2020-04-22
2020-04-23,28,2020-04-23
2020-04-24,34,2020-04-24
2020-04-25,38,2020-04-25
2020-04-26,40,2020-04-26
2020-04-27,41,2020-04-27
2020-04-28,48,2020-04-28
2020-04-29,57,2020-04-29
2020-04-30,64,2020-04-30
2020-05-01,69,2020-05-01
2020-05-02,78,2020-05-02
2020-05-03,82,2020-05-03
2020-05-04,84,2020-05-04
2020-05-05,93,2020-05-05
2020-05-06,99,2020-05-06
2020-05-07,103,2020-05-07
2020-05-08,106,2020-05-08
2020-05-09,120,2020-05-09
2020-05-10,132,2020-05-10
2020-05-11,135,2020-05-11
2020-05-12,143,2020-05-12
2020-05-13,152,2020-05-13
2020-05-14,156,2020-05-14
2020-05-15,172,2020-05-15
2020-05-16,206,2020-05-16
2020-05-17,202,2020-05-17
2020-05-18,218,2020-05-18
2020-05-19,238,2020-05-19
2020-05-20,233,2020-05-20
2020-05-21,248,2020-05-21
2020-05-22,261,2020-05-22
2020-05-23,270,2020-05-23
2020-05-24,278,2020-05-24
2020-05-25,310,2020-05-25
2020-05-26,330,2020-05-26
2020-05-27,344,2020-05-27
2020-05-28,371,2020-05-28
2020-05-29,405,2020-05-29
2020-05-30,438,2020-05-30
2020-05-31,464,2020-05-31
2020-06-01,479,2020-06-01
2020-06-02,498,2020-06-02
2020-06-03,519,2020-06-03
2020-06-04,538,2020-06-04
2020-06-05,562,2020-06-05
2020-06-06,587,2020-06-06
2020-06-07,609,2020-06-07
'2020-06-08',639,+
'2020-06-09',671,+
'2020-06-10',704,+
'2020-06-11',740,+
'2020-06-12',777,+
'2020-06-13',816,+
'2020-06-14',857,+
'2020-06-15',900,+
'2020-06-16',945,+
'2020-06-17',992,+
'2020-06-18',1042,+
'2020-06-19',1094,+
'2020-06-20',1149,+
'2020-06-21',1206,+
'2020-06-22',1267,+
