Data,NEPBRSCA25003
2020-04-23,1.0
2020-04-24,1.0
2020-04-25,2.0
2020-04-26,3.0
2020-04-27,4.0
2020-04-28,6.0
2020-04-29,6.0
2020-04-30,7.0
2020-05-01,8.0
2020-05-02,9.0
2020-05-03,8.0
2020-05-04,8.0
2020-05-05,8.0
2020-05-06,12.0
2020-05-07,14.0
2020-05-08,25.0
2020-05-09,25.0
2020-05-10,29.0
2020-05-11,29.0
2020-05-12,39.0
2020-05-13,45.0
2020-05-14,54.0
2020-05-15,76.0
2020-05-16,81.0
2020-05-17,82.0
2020-05-18,97.0
2020-05-19,107.0
2020-05-20,138.0
2020-05-21,148.0
2020-05-22,180.0
2020-05-23,205.0
2020-05-24,205.0
2020-05-25,206.0
2020-05-26,231.0
2020-05-27,254.0
2020-05-28,307.0
2020-05-29,352.0
2020-05-30,379.0
2020-05-31,382.0
2020-06-01,406.0
2020-06-02,465.0
2020-06-03,486.0
2020-06-04,545.0
2020-06-05,604.0
2020-06-06,678.0
2020-06-07,690.0
2020-06-08,696.0
