Data,SUPRRSCA41015
2020-03-27,0.0
2020-03-28,7.0
2020-03-29,8.0
2020-03-30,8.0
2020-03-31,9.0
2020-04-01,10.0
2020-04-02,14.0
2020-04-03,16.0
2020-04-04,21.0
2020-04-05,23.0
2020-04-06,26.0
2020-04-07,27.0
2020-04-08,29.0
2020-04-09,31.0
2020-04-10,35.0
2020-04-11,36.0
2020-04-12,38.0
2020-04-13,38.0
2020-04-14,39.0
2020-04-15,40.0
2020-04-16,41.0
2020-04-17,49.0
2020-04-18,49.0
2020-04-19,54.0
2020-04-20,54.0
2020-04-21,64.0
2020-04-22,73.0
2020-04-23,73.0
2020-04-24,77.0
2020-04-25,77.0
2020-04-26,78.0
2020-04-27,79.0
2020-04-28,82.0
2020-04-29,83.0
2020-04-30,85.0
2020-05-01,85.0
2020-05-02,86.0
2020-05-03,87.0
2020-05-04,87.0
2020-05-05,89.0
2020-05-06,92.0
2020-05-07,92.0
2020-05-08,92.0
2020-05-09,93.0
2020-05-10,97.0
2020-05-11,97.0
2020-05-12,98.0
2020-05-13,112.0
2020-05-14,114.0
2020-05-15,117.0
2020-05-16,120.0
2020-05-17,128.0
2020-05-18,128.0
2020-05-19,131.0
2020-05-20,140.0
2020-05-21,152.0
2020-05-22,153.0
2020-05-23,159.0
2020-05-24,162.0
2020-05-25,162.0
2020-05-26,173.0
2020-05-27,192.0
2020-05-28,200.0
2020-05-29,220.0
2020-05-30,224.0
2020-05-31,231.0
2020-06-01,233.0
2020-06-02,250.0
2020-06-03,264.0
2020-06-04,273.0
2020-06-05,289.0
2020-06-06,317.0
2020-06-07,323.0
2020-06-08,331.0
2020-06-09,349.0
2020-06-10,375.0
2020-06-11,410.0
2020-06-12,418.0
2020-06-13,464.0
2020-06-14,484.0
2020-06-15,493.0
2020-06-16,569.0
2020-06-17,617.0
2020-06-18,700.0
