Data,NEBARSCA29001
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,1.0
2020-03-30,1.0
2020-03-31,4.0
2020-04-01,3.0
2020-04-02,3.0
2020-04-03,3.0
2020-04-04,4.0
2020-04-05,6.0
2020-04-06,6.0
2020-04-07,6.0
2020-04-08,6.0
2020-04-09,7.0
2020-04-10,7.0
2020-04-11,7.0
2020-04-12,7.0
2020-04-13,8.0
2020-04-14,8.0
2020-04-15,8.0
2020-04-16,8.0
2020-04-17,9.0
2020-04-18,9.0
2020-04-19,9.0
2020-04-20,10.0
2020-04-21,10.0
2020-04-22,13.0
2020-04-23,13.0
2020-04-24,11.0
2020-04-25,14.0
2020-04-26,14.0
2020-04-27,15.0
2020-04-28,15.0
2020-04-29,15.0
2020-04-30,17.0
2020-05-01,17.0
2020-05-02,18.0
2020-05-03,19.0
2020-05-04,18.0
2020-05-05,20.0
2020-05-06,20.0
2020-05-07,19.0
2020-05-08,20.0
2020-05-09,20.0
2020-05-10,22.0
2020-05-11,22.0
2020-05-12,28.0
2020-05-13,28.0
2020-05-14,30.0
2020-05-15,41.0
2020-05-16,41.0
2020-05-17,43.0
2020-05-18,44.0
2020-05-19,57.0
2020-05-20,62.0
2020-05-21,68.0
2020-05-22,72.0
2020-05-23,76.0
2020-05-24,80.0
2020-05-25,85.0
2020-05-26,92.0
2020-05-27,100.0
2020-05-28,116.0
2020-05-29,127.0
2020-05-30,146.0
2020-05-31,154.0
2020-06-01,167.0
2020-06-02,219.0
2020-06-03,227.0
2020-06-04,243.0
2020-06-05,342.0
2020-06-06,353.0
2020-06-07,372.0
2020-06-08,376.0
2020-06-09,414.0
2020-06-10,462.0
2020-06-11,480.0
2020-06-12,493.0
2020-06-13,511.0
2020-06-14,522.0
2020-06-15,535.0
2020-06-16,594.0
