Data,NEPBRSCA25008
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-04,0.0
2020-04-05,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-10,0.0
2020-04-11,0.0
2020-04-12,0.0
2020-04-13,0.0
2020-04-14,0.0
2020-04-15,0.0
2020-04-16,0.0
2020-04-17,0.0
2020-04-18,1.0
2020-04-19,1.0
2020-04-20,1.0
2020-04-21,1.0
2020-04-22,1.0
2020-04-23,1.0
2020-04-24,1.0
2020-04-25,2.0
2020-04-26,2.0
2020-04-27,3.0
2020-04-28,5.0
2020-04-29,5.0
2020-04-30,6.0
2020-05-01,6.0
2020-05-02,6.0
2020-05-03,7.0
2020-05-04,7.0
2020-05-05,7.0
2020-05-06,7.0
2020-05-07,7.0
2020-05-08,8.0
2020-05-09,10.0
2020-05-10,10.0
2020-05-11,11.0
2020-05-12,11.0
2020-05-13,13.0
2020-05-14,13.0
2020-05-15,14.0
2020-05-16,17.0
2020-05-17,19.0
2020-05-18,22.0
2020-05-19,33.0
2020-05-20,44.0
2020-05-21,54.0
2020-05-22,61.0
2020-05-23,74.0
2020-05-24,79.0
2020-05-25,86.0
2020-05-26,113.0
2020-05-27,134.0
2020-05-28,131.0
2020-05-29,144.0
2020-05-30,169.0
2020-05-31,179.0
2020-06-01,183.0
2020-06-02,214.0
2020-06-03,235.0
2020-06-04,254.0
2020-06-05,274.0
2020-06-06,323.0
2020-06-07,354.0
2020-06-08,358.0
2020-06-09,422.0
2020-06-10,466.0
2020-06-11,473.0
2020-06-12,499.0
2020-06-13,517.0
2020-06-14,524.0
2020-06-15,530.0
2020-06-16,577.0
2020-06-17,612.0
2020-06-18,612.0
2020-06-19,648.0
2020-06-20,664.0
2020-06-21,666.0
2020-06-22,674.0
2020-06-23,714.0
2020-06-24,738.0
2020-06-25,755.0
2020-06-26,774.0
2020-06-27,808.0
2020-06-28,810.0
2020-06-29,814.0
2020-06-30,861.0
2020-07-01,883.0
2020-07-02,893.0
2020-07-03,910.0
2020-07-04,933.0
2020-07-05,935.0
2020-07-06,936.0
2020-07-07,991.0
