Data,NECERSCA23001
2020-03-28,311.0
2020-03-29,346.0
2020-03-30,368.0
2020-03-31,386.0
2020-04-01,429.0
2020-04-02,527.0
2020-04-03,617.0
2020-04-04,697.0
2020-04-05,761.0
2020-04-06,940.0
2020-04-07,1080.0
2020-04-08,1247.0
2020-04-09,1318.0
2020-04-10,1400.0
2020-04-11,1493.0
2020-04-12,1567.0
2020-04-13,1728.0
2020-04-14,1837.0
2020-04-15,1994.0
2020-04-16,2097.0
2020-04-17,2326.0
2020-04-18,2632.0
2020-04-19,2761.0
2020-04-20,2914.0
2020-04-21,3111.0
2020-04-22,3406.0
2020-04-23,3905.0
2020-04-24,4185.0
2020-04-25,4665.0
2020-04-26,4991.0
2020-04-27,5428.0
2020-04-28,5632.0
2020-04-29,5884.0
2020-04-30,6051.0
2020-05-01,6273.0
2020-05-02,6546.0
2020-05-03,6610.0
2020-05-04,8457.0
2020-05-05,8787.0
2020-05-06,9372.0
2020-05-07,10036.0
2020-05-08,10776.0
2020-05-09,11451.0
2020-05-10,12020.0
2020-05-11,12424.0
2020-05-12,12994.0
2020-05-13,13562.0
2020-05-14,14377.0
2020-05-15,14884.0
2020-05-16,15830.0
2020-05-17,16057.0
2020-05-18,16911.0
2020-05-19,17568.0
2020-05-20,18829.0
2020-05-21,19481.0
2020-05-22,20145.0
2020-05-23,20440.0
2020-05-24,20687.0
2020-05-25,21058.0
2020-05-26,21738.0
2020-05-27,21889.0
2020-05-28,22284.0
2020-05-29,22691.0
2020-05-30,24514.0
2020-05-31,24768.0
2020-06-01,25311.0
2020-06-02,26174.0
2020-06-03,27073.0
2020-06-04,27952.0
2020-06-05,28419.0
2020-06-06,28871.0
2020-06-07,28976.0
2020-06-08,29330.0
2020-06-09,30069.0
2020-06-10,30926.0
