Data,SESPRSOA35014
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,1.0
2020-03-31,2.0
2020-04-01,2.0
2020-04-02,4.0
2020-04-03,5.0
2020-04-04,5.0
2020-04-05,6.0
2020-04-06,5.0
2020-04-07,8.0
2020-04-08,12.0
2020-04-09,14.0
2020-04-10,16.0
2020-04-11,16.0
2020-04-12,17.0
2020-04-13,19.0
2020-04-14,23.0
2020-04-15,28.0
2020-04-16,31.0
2020-04-17,33.0
2020-04-18,37.0
2020-04-19,41.0
2020-04-20,42.0
2020-04-21,42.0
2020-04-22,48.0
2020-04-23,62.0
2020-04-24,73.0
2020-04-25,84.0
2020-04-26,92.0
2020-04-27,103.0
2020-04-28,108.0
2020-04-29,117.0
2020-04-30,123.0
2020-05-01,134.0
2020-05-02,148.0
2020-05-03,150.0
2020-05-04,151.0
2020-05-05,159.0
2020-05-06,181.0
2020-05-07,201.0
2020-05-08,226.0
2020-05-09,236.0
2020-05-10,272.0
2020-05-11,273.0
2020-05-12,289.0
2020-05-13,303.0
2020-05-14,330.0
2020-05-15,351.0
2020-05-16,370.0
2020-05-17,377.0
2020-05-18,380.0
2020-05-19,406.0
2020-05-20,423.0
2020-05-21,441.0
2020-05-22,459.0
2020-05-23,494.0
2020-05-24,506.0
2020-05-25,517.0
2020-05-26,531.0
2020-05-27,547.0
2020-05-28,565.0
2020-05-29,577.0
2020-05-30,598.0
2020-05-31,607.0
2020-06-01,609.0
2020-06-02,642.0
2020-06-03,657.0
2020-06-04,665.0
2020-06-05,684.0
2020-06-06,700.0
2020-06-07,716.0
2020-06-08,721.0
2020-06-09,739.0
2020-06-10,755.0
2020-06-11,783.0
2020-06-12,792.0
2020-06-13,801.0
2020-06-14,822.0
2020-06-15,827.0
2020-06-16,846.0
2020-06-17,872.0
2020-06-18,886.0
