Data,SESPRSCA35074
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,1.0
2020-04-03,1.0
2020-04-04,1.0
2020-04-05,1.0
2020-04-06,1.0
2020-04-07,1.0
2020-04-08,1.0
2020-04-09,1.0
2020-04-10,1.0
2020-04-11,2.0
2020-04-12,2.0
2020-04-13,2.0
2020-04-14,3.0
2020-04-15,5.0
2020-04-16,4.0
2020-04-17,6.0
2020-04-18,6.0
2020-04-19,6.0
2020-04-20,6.0
2020-04-21,6.0
2020-04-22,6.0
2020-04-23,7.0
2020-04-24,9.0
2020-04-25,11.0
2020-04-26,11.0
2020-04-27,13.0
2020-04-28,18.0
2020-04-29,17.0
2020-04-30,18.0
2020-05-01,17.0
2020-05-02,17.0
2020-05-03,17.0
2020-05-04,17.0
2020-05-05,19.0
2020-05-06,24.0
2020-05-07,24.0
2020-05-08,24.0
2020-05-09,24.0
2020-05-10,24.0
2020-05-11,24.0
2020-05-12,25.0
2020-05-13,27.0
2020-05-14,28.0
2020-05-15,29.0
2020-05-16,30.0
2020-05-17,30.0
2020-05-18,30.0
2020-05-19,32.0
2020-05-20,32.0
2020-05-21,39.0
2020-05-22,41.0
2020-05-23,45.0
2020-05-24,45.0
2020-05-25,45.0
2020-05-26,45.0
2020-05-27,47.0
2020-05-28,52.0
2020-05-29,63.0
2020-05-30,65.0
2020-05-31,66.0
2020-06-01,67.0
2020-06-02,76.0
2020-06-03,79.0
2020-06-04,86.0
2020-06-05,103.0
2020-06-06,112.0
2020-06-07,114.0
2020-06-08,114.0
2020-06-09,118.0
2020-06-10,125.0
2020-06-11,132.0
2020-06-12,133.0
2020-06-13,134.0
2020-06-14,135.0
2020-06-15,135.0
2020-06-16,147.0
2020-06-17,148.0
2020-06-18,148.0
