Data,NECERSOA23011
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,1.0
2020-04-01,1.0
2020-04-02,1.0
2020-04-03,1.0
2020-04-04,1.0
2020-04-05,1.0
2020-04-06,1.0
2020-04-07,1.0
2020-04-08,1.0
2020-04-09,1.0
2020-04-10,1.0
2020-04-11,1.0
2020-04-12,1.0
2020-04-13,1.0
2020-04-14,1.0
2020-04-15,1.0
2020-04-16,1.0
2020-04-17,1.0
2020-04-18,1.0
2020-04-19,1.0
2020-04-20,1.0
2020-04-21,1.0
2020-04-22,1.0
2020-04-23,3.0
2020-04-24,4.0
2020-04-25,4.0
2020-04-26,4.0
2020-04-27,4.0
2020-04-28,6.0
2020-04-29,7.0
2020-04-30,7.0
2020-05-01,8.0
2020-05-02,8.0
2020-05-03,10.0
2020-05-04,9.0
2020-05-05,9.0
2020-05-06,9.0
2020-05-07,10.0
2020-05-08,10.0
2020-05-09,12.0
2020-05-10,12.0
2020-05-11,14.0
2020-05-12,25.0
2020-05-13,27.0
2020-05-14,27.0
2020-05-15,27.0
2020-05-16,34.0
2020-05-17,34.0
2020-05-18,43.0
2020-05-19,57.0
2020-05-20,57.0
2020-05-21,69.0
2020-05-22,73.0
2020-05-23,74.0
2020-05-24,80.0
2020-05-25,85.0
2020-05-26,88.0
2020-05-27,93.0
2020-05-28,111.0
2020-05-29,118.0
2020-05-30,126.0
2020-05-31,133.0
2020-06-01,134.0
2020-06-02,150.0
2020-06-03,160.0
2020-06-04,174.0
2020-06-05,187.0
2020-06-06,200.0
2020-06-07,207.0
2020-06-08,218.0
2020-06-09,230.0
2020-06-10,241.0
2020-06-11,251.0
2020-06-12,265.0
2020-06-13,265.0
2020-06-14,265.0
2020-06-15,283.0
2020-06-16,286.0
2020-06-17,301.0
2020-06-18,310.0
2020-06-19,315.0
2020-06-20,324.0
2020-06-21,326.0
2020-06-22,337.0
