Data,NEPBRSCA25015
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-04,0.0
2020-04-05,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-10,0.0
2020-04-11,0.0
2020-04-12,0.0
2020-04-13,0.0
2020-04-14,0.0
2020-04-15,0.0
2020-04-16,0.0
2020-04-17,0.0
2020-04-18,0.0
2020-04-19,1.0
2020-04-20,1.0
2020-04-21,1.0
2020-04-22,1.0
2020-04-23,2.0
2020-04-24,2.0
2020-04-25,2.0
2020-04-26,3.0
2020-04-27,3.0
2020-04-28,3.0
2020-04-29,3.0
2020-04-30,5.0
2020-05-01,6.0
2020-05-02,7.0
2020-05-03,6.0
2020-05-04,6.0
2020-05-05,6.0
2020-05-06,6.0
2020-05-07,6.0
2020-05-08,7.0
2020-05-09,7.0
2020-05-10,11.0
2020-05-11,16.0
2020-05-12,20.0
2020-05-13,24.0
2020-05-14,28.0
2020-05-15,39.0
2020-05-16,43.0
2020-05-17,44.0
2020-05-18,50.0
2020-05-19,64.0
2020-05-20,74.0
2020-05-21,84.0
2020-05-22,103.0
2020-05-23,107.0
2020-05-24,105.0
2020-05-25,108.0
2020-05-26,140.0
2020-05-27,164.0
2020-05-28,173.0
2020-05-29,181.0
2020-05-30,217.0
2020-05-31,225.0
2020-06-01,227.0
2020-06-02,246.0
2020-06-03,268.0
2020-06-04,286.0
2020-06-05,331.0
2020-06-06,365.0
2020-06-07,375.0
2020-06-08,376.0
2020-06-09,400.0
2020-06-10,439.0
2020-06-11,471.0
2020-06-12,499.0
