Data,SEMGRSCA31037
2020-03-27,0.0
2020-03-28,1.0
2020-03-29,1.0
2020-03-30,1.0
2020-03-31,1.0
2020-04-01,1.0
2020-04-02,2.0
2020-04-03,2.0
2020-04-04,2.0
2020-04-05,2.0
2020-04-06,2.0
2020-04-07,3.0
2020-04-08,5.0
2020-04-09,6.0
2020-04-10,7.0
2020-04-11,6.0
2020-04-12,6.0
2020-04-13,7.0
2020-04-14,9.0
2020-04-15,9.0
2020-04-16,9.0
2020-04-17,9.0
2020-04-18,9.0
2020-04-19,9.0
2020-04-20,12.0
2020-04-21,14.0
2020-04-22,14.0
2020-04-23,15.0
2020-04-24,17.0
2020-04-25,19.0
2020-04-26,20.0
2020-04-27,20.0
2020-04-28,21.0
2020-04-29,25.0
2020-04-30,25.0
2020-05-01,25.0
2020-05-02,25.0
2020-05-03,25.0
2020-05-04,25.0
2020-05-05,30.0
2020-05-06,32.0
2020-05-07,32.0
2020-05-08,32.0
2020-05-09,32.0
2020-05-10,32.0
2020-05-11,33.0
2020-05-12,34.0
2020-05-13,34.0
2020-05-14,35.0
2020-05-15,39.0
2020-05-16,45.0
2020-05-17,49.0
2020-05-18,52.0
2020-05-19,63.0
2020-05-20,67.0
2020-05-21,81.0
2020-05-22,87.0
2020-05-23,111.0
2020-05-24,128.0
2020-05-25,135.0
2020-05-26,152.0
2020-05-27,195.0
2020-05-28,226.0
2020-05-29,258.0
2020-05-30,285.0
2020-05-31,302.0
2020-06-01,334.0
2020-06-02,346.0
2020-06-03,387.0
2020-06-04,464.0
2020-06-05,505.0
2020-06-06,552.0
2020-06-07,638.0
2020-06-08,636.0
2020-06-09,637.0
2020-06-10,725.0
2020-06-11,807.0
2020-06-12,827.0
2020-06-13,871.0
2020-06-14,899.0
2020-06-15,916.0
2020-06-16,962.0
2020-06-17,1002.0
2020-06-18,1096.0
2020-06-19,1133.0
2020-06-20,1364.0
2020-06-21,1369.0
2020-06-22,1487.0
2020-06-23,1534.0
2020-06-24,1573.0
